method,block,road_length_m,benefit
euclidean_grid,ZAF.9.3.1_1_44531,9643.9878,0.622552
euclidean_grid,ZAF.9.3.1_1_44531,10557.5706,0.640564
euclidean_grid,ZAF.9.3.1_1_44531,11443.5201,0.662054
euclidean_grid,ZAF.9.3.1_1_44531,12227.8971,0.683664
euclidean_grid,ZAF.9.3.1_1_44531,12821.7629,0.695612
euclidean_grid,ZAF.9.3.1_1_44531,13909.3047,0.705254
euclidean_grid,ZAF.9.3.1_1_44531,14710.1264,0.719031
euclidean_grid,ZAF.9.3.1_1_44531,15544.6190,0.736466
euclidean_grid,ZAF.9.3.1_1_44531,16371.9604,0.758931
osm_footpaths,ZAF.9.3.1_1_44531,0.0000,0
osm_footpaths,ZAF.9.3.1_1_44531,519.0552,0.0657045
osm_footpaths,ZAF.9.3.1_1_44531,1119.4795,0.130693
osm_footpaths,ZAF.9.3.1_1_44531,1697.4194,0.178326
osm_footpaths,ZAF.9.3.1_1_44531,2247.4268,0.295203
osm_footpaths,ZAF.9.3.1_1_44531,2840.9806,0.321306
osm_footpaths,ZAF.9.3.1_1_44531,3428.5379,0.345142
osm_footpaths,ZAF.9.3.1_1_44531,4016.2504,0.391066
osm_footpaths,ZAF.9.3.1_1_44531,4608.1580,0.400608
osm_footpaths,ZAF.9.3.1_1_44531,5174.3099,0.412616
osm_footpaths,ZAF.9.3.1_1_44531,5765.1554,0.432954
osm_footpaths,ZAF.9.3.1_1_44531,6341.0261,0.455239
osm_footpaths,ZAF.9.3.1_1_44531,6880.7148,0.462496
osm_footpaths,ZAF.9.3.1_1_44531,7528.1106,0.482674
osm_footpaths,ZAF.9.3.1_1_44531,8095.6847,0.503131
osm_footpaths,ZAF.9.3.1_1_44531,8683.3068,0.642771
osm_footpaths,ZAF.9.3.1_1_44531,9247.4034,0.667323
osm_footpaths,ZAF.9.3.1_1_44531,9844.3745,0.678257
osm_footpaths,ZAF.9.3.1_1_44531,10398.3889,0.684082
osm_footpaths,ZAF.9.3.1_1_44531,10977.4703,0.692233
osm_footpaths,ZAF.9.3.1_1_44531,11584.2149,0.700006
