method,block,road_length_m,benefit
euclidean_grid,ZAF.9.3.1_1_5810,2412.5145,0.135581
euclidean_grid,ZAF.9.3.1_1_5810,3211.9417,0.199168
euclidean_grid,ZAF.9.3.1_1_5810,3715.5998,0.181828
euclidean_grid,ZAF.9.3.1_1_5810,4285.0612,0.191066
euclidean_grid,ZAF.9.3.1_1_5810,4619.3709,0.180736
euclidean_grid,ZAF.9.3.1_1_5810,5678.9828,0.251426
euclidean_grid,ZAF.9.3.1_1_5810,6415.0469,0.309758
euclidean_grid,ZAF.9.3.1_1_5810,7040.9470,0.309758
euclidean_grid,ZAF.9.3.1_1_5810,7574.9116,0.309758
euclidean_grid,ZAF.9.3.1_1_5810,8362.3913,0.318119
euclidean_grid,ZAF.9.3.1_1_5810,8710.5653,0.327093
euclidean_grid,ZAF.9.3.1_1_5810,9572.6305,0.373145
euclidean_grid,ZAF.9.3.1_1_5810,10110.6104,0.373145
euclidean_grid,ZAF.9.3.1_1_5810,10860.6104,0.421589
euclidean_grid,ZAF.9.3.1_1_5810,11455.6037,0.455249
euclidean_grid,ZAF.9.3.1_1_5810,12193.7574,0.483223
euclidean_grid,ZAF.9.3.1_1_5810,12874.1485,0.499423
osm_footpaths,ZAF.9.3.1_1_5810,0.0000,0
osm_footpaths,ZAF.9.3.1_1_5810,672.5250,0
osm_footpaths,ZAF.9.3.1_1_5810,1287.6363,0
osm_footpaths,ZAF.9.3.1_1_5810,1815.5534,4.61229e-15
osm_footpaths,ZAF.9.3.1_1_5810,2254.3485,0.0358924
osm_footpaths,ZAF.9.3.1_1_5810,3017.4089,0.0623096
osm_footpaths,ZAF.9.3.1_1_5810,3445.8097,0.0616991
osm_footpaths,ZAF.9.3.1_1_5810,3785.9651,0.0673543
osm_footpaths,ZAF.9.3.1_1_5810,4212.3211,0.0830216
osm_footpaths,ZAF.9.3.1_1_5810,4604.2271,0.0827791
osm_footpaths,ZAF.9.3.1_1_5810,4782.7137,0.0827791
osm_footpaths,ZAF.9.3.1_1_5810,5340.7958,0.0938162
osm_footpaths,ZAF.9.3.1_1_5810,5752.1778,0.0938162
osm_footpaths,ZAF.9.3.1_1_5810,5798.5308,0.0938162
osm_footpaths,ZAF.9.3.1_1_5810,6521.0084,0.0938162
osm_footpaths,ZAF.9.3.1_1_5810,6570.9993,0.0938162
osm_footpaths,ZAF.9.3.1_1_5810,7270.0330,0.0938162
osm_footpaths,ZAF.9.3.1_1_5810,7673.8874,0.0938162
